id,degree,is_paying,bachelor_course,master_couse,specialty,SDistrict,plan_to_move_to_distant,payments_for_distant,self_efficiency
555974,В бакалавриате,На бюджетном месте,2 курс,NA,Экономика и менеджмент,СФО,NA,NA,Скорее согласен(-на)
555975,В бакалавриате,На бюджетном месте,1 курс,NA,Экономика и менеджмент,ЮФО,NA,NA,Скорее не согласен(-на)
555976,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",ЮФО,NA,NA,Полностью согласен(-на)
555996,В магистратуре,На бюджетном месте,NA,1 курс,Экономика и менеджмент,ЦФО,NA,NA,Скорее согласен(-на)
555997,В бакалавриате,На бюджетном месте,2 курс,NA,"Социальные науки (социология, психология и т.д.)",ПФО,NA,NA,Абсолютно не согласен(-на)
555999,В бакалавриате,На месте с оплатой обучения,3 курс,NA,Экономика и менеджмент,ЦФО,NA,NA,Скорее согласен(-на)
556000,В бакалавриате,На бюджетном месте,4 курс,NA,"Инженерное дело, технологии, технические науки",УФО,NA,NA,Скорее не согласен(-на)
556003,В бакалавриате,На месте с оплатой обучения,4 курс,NA,Экономика и менеджмент,ДВФО,NA,NA,Скорее согласен(-на)
556006,В бакалавриате,На бюджетном месте,2 курс,NA,Экономика и менеджмент,ЦФО,NA,NA,NA
556008,В бакалавриате,На бюджетном месте,3 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СЗФО,NA,NA,Скорее согласен(-на)
556023,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",ПФО,NA,NA,Полностью согласен(-на)
556026,В бакалавриате,На бюджетном месте,4 курс,NA,Компьютерные науки,СКФО,NA,NA,NA
556027,В специалитете,На месте с оплатой обучения,1 курс,NA,"Инженерное дело, технологии, технические науки",ЮФО,NA,NA,Скорее не согласен(-на)
556030,В бакалавриате,На месте с оплатой обучения,2 курс,NA,"Социальные науки (социология, психология и т.д.)",ЦФО,NA,NA,Абсолютно не согласен(-на)
556038,В бакалавриате,На бюджетном месте,4 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,NA
